index,k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales,Unassigned;__;__;__
F1-16s_T1,2105.0,599.0,224.0
